id,inicio_paletizado,fin_paletizado,carga_EXPO_lista_rampa,inicio_despaletizado,fin_despaletizado,hora_asegurado,compartimientos_abiertos,inicio_descarga,fin_descarga,inicio_cargado,fin_cargado,compartimientos_cerrados,puerta_cerrada,hora_retro_empuje,hora_despegue,hora_aterrizaje,fin_limpieza_cabina,cierre_vuelo_mostrador,primer_equipaje_faja,ultimo_equipaje_faja,inicio_limpieza_cabina
60,,,,,,10:47:00,10:48:00,10:50:00,11:00:00,12:35:00,13:35:00,13:55:00,13:57:00,14:00:00,14:13:00,10:40:00,11:55:00,13:05:00,10:57:00,11:10:00,11:15:00
61,,,,,,10:45:00,10:46:00,10:48:00,10:15:00,12:30:00,13:40:00,13:57:00,13:59:00,14:08:00,14:26:00,10:40:00,11:45:00,13:15:00,11:08:00,11:20:00,11:10:00
62,,,,,,10:41:00,10:44:00,10:46:00,11:00:00,12:20:00,13:33:00,13:50:00,13:53:00,13:56:00,14:14:00,10:37:00,11:38:00,13:05:00,10:58:00,11:17:00,11:00:00
63,,,,,,10:34:00,10:40:00,10:42:00,11:07:00,12:35:00,13:50:00,13:52:00,13:55:00,13:58:00,14:08:00,10:25:00,11:28:00,13:06:00,10:50:00,11:05:00,10:55:00
65,,,,,,10:50:00,10:53:00,10:57:00,11:20:00,12:20:00,13:50:00,13:55:00,13:54:00,13:59:00,14:20:00,10:39:00,12:10:00,13:09:00,11:06:00,11:17:00,11:20:00
66,,,,,,11:03:00,11:04:00,11:05:00,11:20:00,12:40:00,13:45:00,13:55:00,13:58:00,14:02:00,14:20:00,10:58:00,12:25:00,13:20:00,11:15:00,11:30:00,11:25:00
67,,,,,,10:32:00,10:35:00,10:39:00,11:00:00,12:15:00,13:50:00,13:51:00,13:56:00,13:58:00,14:19:00,10:27:00,11:56:00,12:52:00,10:55:00,11:17:00,10:59:00
68,,,,,,11:20:00,11:21:00,11:24:00,11:38:00,12:50:00,13:55:00,14:01:00,14:08:00,14:10:00,14:10:00,11:20:00,12:30:00,13:11:00,11:33:00,11:42:00,11:34:00
71,,,,,,10:31:00,10:34:00,10:36:00,10:55:00,12:15:00,13:44:00,13:46:00,13:49:00,13:53:00,14:07:00,10:27:00,11:47:00,13:10:00,10:53:00,11:05:00,11:13:00
73,,,,,,10:30:00,10:31:00,10:34:00,10:43:00,12:26:00,13:55:00,14:02:00,14:08:00,14:09:00,14:22:00,10:25:00,11:30:00,13:23:00,10:38:00,10:49:00,10:49:00
74,,,,,,10:37:00,10:38:00,10:40:00,10:53:00,12:35:00,13:30:00,13:56:00,13:58:00,14:02:00,14:20:00,10:35:00,11:45:00,13:00:00,10:50:00,11:05:00,11:00:00
75,,,,,,10:31:00,10:32:00,10:33:00,10:52:00,12:35:00,13:45:00,13:55:00,13:52:00,13:57:00,14:15:00,10:28:00,11:35:00,13:10:00,10:45:00,11:58:00,10:57:00
76,,,,,,10:34:00,10:37:00,10:38:00,10:56:00,12:30:00,13:50:00,13:52:00,13:53:00,13:56:00,14:15:00,10:27:00,11:55:00,13:03:00,10:49:00,11:05:00,11:02:00
77,,,,,,10:45:00,10:48:00,10:50:00,11:10:00,12:30:00,13:50:00,13:54:00,13:54:00,14:02:00,14:32:00,10:39:00,12:08:00,13:09:00,10:59:00,11:20:00,11:16:00
78,,,,,,10:38:00,10:40:00,10:41:00,11:05:00,12:35:00,13:45:00,13:55:00,14:00:00,14:05:00,14:20:00,10:37:00,11:50:00,13:02:00,10:53:00,11:10:00,11:10:00
81,,,,,,10:39:00,10:43:00,11:45:00,11:05:00,12:30:00,13:45:00,13:46:00,13:53:00,13:55:00,13:15:00,10:33:00,12:08:00,13:03:00,10:52:00,11:13:00,11:08:00
82,,,,,,11:08:00,11:09:00,11:12:00,11:22:00,12:30:00,13:47:00,13:50:00,13:52:00,13:55:00,14:09:00,10:57:00,12:00:00,13:00:00,11:18:00,11:28:00,11:25:00
83,,,,,,10:35:00,10:40:00,10:43:00,10:55:00,12:10:00,13:40:00,13:50:00,13:52:00,13:54:00,14:14:00,10:30:00,11:27:00,13:04:00,10:51:00,11:00:00,11:00:00
85,,,,,,10:38:00,10:39:00,10:40:00,11:05:00,12:40:00,13:40:00,13:52:00,13:54:00,13:58:00,14:20:00,10:35:00,11:35:00,13:00:00,10:52:00,11:03:00,10:50:00
86,,,,,,10:45:00,10:48:00,10:50:00,11:05:00,12:30:00,13:40:00,13:43:00,13:48:00,13:51:00,14:07:00,10:35:00,12:10:00,13:04:00,11:00:00,11:15:00,11:27:00
87,,,,,,10:59:00,11:02:00,11:04:00,11:13:00,12:30:00,13:40:00,13:44:00,13:43:00,13:50:00,14:15:00,10:50:00,11:36:00,,10:59:00,11:20:00,11:13:00
147,,,,,,,06:32:00,,,06:42:00,06:50:00,06:55:00,,,,,,,,,
148,00:00:00,23:59:00,,13:20:00,15:20:00,13:04:00,13:10:00,13:12:00,13:18:00,14:30:00,14:40:00,14:41:00,14:43:00,14:45:00,15:00:00,13:01:00,13:20:00,,,,
149,,,,,,,,,,06:40:00,07:20:00,07:23:00,,,,,,,,,
150,,,,,,,06:45:00,,,06:50:00,07:05:00,07:10:00,,,,,,,,,
152,,,,,,,,,,06:40:00,07:20:00,07:23:00,,,,,,,,,
153,,,,,,,06:30:00,,,06:33:00,06:58:00,07:00:00,,,,,,,,,
157,,,06:30:00,,,,,,,06:30:00,07:00:00,07:00:00,07:00:00,,07:10:00,,,,,,
158,,,,,,,,,,10:45:00,07:10:00,,,,,,,,,,
159,,,,,,,,,,06:30:00,07:00:00,07:03:00,,,,,,,,,
160,,,,,,,,,,06:30:00,07:00:00,07:03:00,,,,,,,,,
161,,,,,,,,,,06:30:00,07:10:00,,,,,,,,,,
164,,,,,,,12:45:00,12:47:00,13:05:00,,,13:15:00,,,,,,,,,
165,,,,,,,13:05:00,13:20:00,13:40:00,,,,,,,,,,,,
166,00:00:00,,,,,,13:20:00,13:22:00,13:52:00,,,,,,,,,,,,
167,,,,,,,13:00:00,13:05:00,13:35:00,,,,,,,,,,,,
168,,,,,,,,12:40:00,13:10:00,,,,,,,,,,,,
169,,,,,,,12:38:00,12:40:00,13:10:00,,,,,,,,,,,,
174,,,,,,,13:08:00,13:09:00,13:45:00,,,,,,,,,,,,
175,,,,,,,12:50:00,12:55:00,13:30:00,,,,,,,,,,,,
176,,,,,,,12:58:00,13:00:00,13:45:00,,,,,,,,,,,,
177,,,,,,,13:00:00,13:05:00,13:40:00,,,,,,,,,,,,
178,,,,,,,12:50:00,12:52:00,13:20:00,,,,,,,,,,,,
185,00:00:00,23:59:00,01:00:00,,,00:06:00,00:08:00,00:15:00,00:37:00,00:42:00,01:15:00,01:20:00,01:21:00,01:28:00,01:38:00,00:03:00,,,,,
186,00:00:00,23:59:00,01:10:00,,,00:15:00,00:17:00,00:26:00,00:46:00,00:50:00,01:22:00,01:26:00,01:30:00,01:33:00,01:45:00,00:12:00,,,,,
202,00:00:00,23:59:00,11:00:00,,,11:42:00,11:47:00,11:25:00,12:15:00,12:16:00,12:53:00,12:55:00,13:02:00,13:08:00,13:22:00,11:26:00,,,,,
203,00:00:00,23:59:00,09:10:00,10:00:00,11:15:00,09:40:00,09:43:00,09:50:00,10:11:00,10:12:00,10:31:00,10:34:00,10:45:00,10:52:00,11:02:00,09:29:00,10:00:00,,,,
204,00:00:00,23:59:00,09:15:00,,,09:54:00,09:57:00,10:05:00,10:25:00,10:26:00,10:38:00,10:41:00,10:48:00,10:53:00,11:08:00,09:45:00,,,,,
221,00:00:00,23:59:00,09:30:00,00:00:00,23:59:00,09:50:00,11:03:00,10:03:00,10:21:00,10:21:00,10:40:00,11:03:00,11:04:00,11:22:00,11:35:00,09:40:00,00:00:00,,,,
222,00:00:00,23:59:00,09:15:00,09:45:00,11:30:00,09:29:00,09:32:00,09:39:00,09:50:00,09:51:00,10:10:00,10:18:00,10:24:00,10:39:00,10:49:00,09:19:00,09:45:00,,,,
223,00:00:00,03:59:00,08:55:00,09:40:00,11:30:00,09:20:00,09:25:00,09:38:00,09:26:00,09:57:00,10:15:00,10:18:00,10:22:00,10:44:00,11:03:00,09:07:00,09:40:00,,,,
287,00:00:00,23:59:00,02:00:00,02:35:00,,02:35:00,02:39:00,02:50:00,03:08:00,03:10:00,03:50:00,03:52:00,03:55:00,04:02:00,04:12:00,02:33:00,02:35:00,,,,
288,00:00:00,23:59:00,02:00:00,,,00:55:00,00:57:00,01:06:00,01:25:00,02:15:00,02:50:00,02:55:00,02:56:00,02:58:00,03:05:00,00:52:00,,,,,
289,00:00:00,23:59:00,01:00:00,,,01:10:00,01:13:00,01:23:00,01:50:00,01:54:00,02:32:00,02:34:00,02:40:00,02:45:00,02:55:00,01:08:00,,,,,
316,00:00:00,,08:00:00,,,08:27:00,08:31:00,08:35:00,08:53:00,08:55:00,09:18:00,09:21:00,09:25:00,09:28:00,09:40:00,08:17:00,,,,,
320,00:00:00,23:59:00,10:23:00,,,11:18:00,11:24:00,11:26:00,11:40:00,11:40:00,11:58:00,12:00:00,12:18:00,12:25:00,12:35:00,11:09:00,,,,,
325,00:00:00,23:59:00,06:17:00,,,06:22:00,06:29:00,06:35:00,06:45:00,06:45:00,07:10:00,07:17:00,07:30:00,07:38:00,07:50:00,06:14:00,,,,,
327,00:00:00,23:59:00,06:15:00,,,06:55:00,07:00:00,07:10:00,07:30:00,07:30:00,08:00:00,08:17:00,08:18:00,08:22:00,08:42:00,06:46:00,,,,,
406,,,,,,16:38:00,16:39:00,16:40:00,16:50:00,16:59:00,17:20:00,17:29:00,17:32:00,17:34:00,17:45:00,16:32:00,17:01:00,16:45:00,16:45:00,16:55:00,16:49:00
407,,,,,,16:40:00,16:44:00,16:46:00,16:50:00,17:04:00,17:15:00,17:30:00,17:30:00,17:32:00,17:46:00,16:32:00,17:00:00,16:38:00,16:52:00,17:01:00,16:52:00
408,,,,,,17:03:00,17:07:00,17:09:00,17:11:00,17:17:00,17:35:00,17:48:00,17:53:00,17:55:00,18:09:00,17:00:00,17:40:00,17:05:00,17:19:00,17:22:00,17:30:00
409,,,,,,16:51:00,16:54:00,16:57:00,17:02:00,17:05:00,17:30:00,17:45:00,17:44:00,17:50:00,18:14:00,16:44:00,17:14:00,16:45:00,17:04:00,17:06:00,17:04:00
411,,,,,,17:21:00,17:22:00,17:25:00,17:30:00,17:36:00,17:50:00,18:08:00,18:12:00,18:15:00,18:22:00,17:14:00,17:38:00,16:15:00,17:28:00,17:35:00,17:28:00
412,,,,,,16:41:00,,16:46:00,16:51:00,16:57:00,17:19:00,17:30:00,17:33:00,17:34:00,17:48:00,16:34:00,17:05:00,16:37:00,16:56:00,17:10:00,16:55:00
413,,,,,,17:00:00,17:04:00,17:06:00,17:10:00,17:13:00,17:36:00,17:49:00,17:49:00,17:50:00,18:01:00,16:57:00,17:22:00,17:02:00,17:13:00,17:23:00,17:15:00
415,,,,,,16:57:00,16:59:00,17:00:00,17:09:00,17:11:00,17:25:00,17:42:00,17:45:00,17:48:00,18:00:00,16:53:00,17:23:00,16:48:00,17:04:00,17:14:00,17:13:00
416,,,,,,16:49:00,16:52:00,16:55:00,16:59:00,17:04:00,17:16:00,17:30:00,17:31:00,17:35:00,17:46:00,16:46:00,17:13:00,16:40:00,17:02:00,17:14:00,17:03:00
417,,,,,,17:09:00,17:11:00,17:13:00,17:25:00,17:28:00,17:40:00,18:00:00,18:04:00,18:10:00,18:20:00,17:05:00,17:32:00,17:50:00,17:20:00,17:30:00,17:20:00
418,,,,,,16:38:00,16:40:00,16:41:00,16:48:00,16:47:00,17:24:00,17:42:00,17:43:00,17:46:00,18:00:00,16:31:00,17:00:00,16:49:00,16:48:00,16:50:00,16:49:00
419,,,,,,16:36:00,16:40:00,16:42:00,16:48:00,16:50:00,17:10:00,17:30:00,17:31:00,17:35:00,17:53:00,16:33:00,17:05:00,16:42:00,16:45:00,16:55:00,16:55:00
420,,,,,,16:37:00,16:41:00,16:44:00,16:52:00,16:55:00,17:17:00,17:31:00,17:32:00,17:35:00,17:48:00,16:34:00,17:00:00,16:40:00,16:50:00,16:59:00,16:50:00
421,,,,,,16:18:00,16:22:00,16:25:00,16:29:00,16:48:00,17:05:00,17:29:00,17:29:00,17:32:00,17:44:00,16:14:00,16:46:00,16:39:00,16:29:00,16:36:00,16:30:00
422,,,,,,16:34:00,16:40:00,16:42:00,16:45:00,16:55:00,17:15:00,17:21:00,17:26:00,17:28:00,17:42:00,16:29:00,16:57:00,16:45:00,16:45:00,16:55:00,16:50:00
423,,,,,,16:30:00,16:33:00,16:35:00,16:40:00,16:43:00,17:14:00,17:30:00,17:32:00,17:34:00,17:52:00,16:26:00,16:54:00,16:38:00,16:44:00,16:48:00,16:43:00
424,,,,,,16:51:00,16:55:00,16:56:00,17:03:00,17:07:00,17:20:00,17:37:00,17:04:00,17:46:00,18:00:00,16:48:00,17:15:00,16:39:00,17:00:00,17:06:00,16:59:00
427,,,,,,16:16:00,16:21:00,16:23:00,16:28:00,16:35:00,17:00:00,17:30:00,17:31:00,17:35:00,17:49:00,16:12:00,16:42:00,16:38:00,16:16:00,16:35:00,16:32:00
428,,,,,,17:59:00,18:03:00,18:05:00,18:13:00,18:17:00,18:25:00,18:49:00,18:50:00,18:54:00,19:04:00,17:56:00,18:23:00,17:35:00,18:08:00,18:18:00,18:10:00
429,,,,,,16:42:00,16:46:00,16:48:00,16:55:00,16:58:00,17:16:00,17:33:00,17:33:00,17:36:00,17:44:00,16:31:00,17:09:00,16:40:00,16:55:00,16:59:00,16:58:00
430,,,,,,16:39:00,16:43:00,16:45:00,16:50:00,16:55:00,17:23:00,17:30:00,17:33:00,17:36:00,17:50:00,16:33:00,16:55:00,16:41:00,16:51:00,16:57:00,16:45:00
431,,,,,,16:42:00,16:47:00,16:50:00,16:58:00,17:05:00,17:25:00,17:30:00,17:32:00,17:34:00,17:56:00,16:39:00,17:11:00,16:57:00,16:59:00,17:07:00,17:01:00
432,,,,,,16:34:00,16:37:00,16:39:00,16:44:00,16:51:00,17:21:00,17:26:00,17:29:00,17:40:00,17:52:00,16:27:00,16:57:00,16:35:00,16:45:00,16:50:00,16:45:00
548,20:00:00,23:59:00,08:12:00,,,08:43:00,08:46:00,08:50:00,09:15:00,09:16:00,09:27:00,09:29:00,09:33:00,09:39:00,09:50:00,08:32:00,,,,,
549,00:00:00,23:59:00,04:35:00,,,05:00:00,05:05:00,05:15:00,05:40:00,05:40:00,05:53:00,05:55:00,05:58:00,06:06:00,06:17:00,04:50:00,,,,,
551,00:00:00,23:59:00,,,,16:56:00,20:04:00,20:12:00,20:42:00,20:48:00,21:17:00,21:23:00,21:25:00,21:35:00,21:48:00,19:46:00,,,,,
553,00:00:00,23:59:00,07:45:00,,,08:35:00,08:40:00,08:45:00,09:05:00,09:05:00,09:33:00,09:35:00,09:38:00,09:47:00,10:00:00,08:22:00,,,,,
623,,,,,,14:34:00,14:35:00,14:36:00,14:54:00,14:56:00,15:37:00,15:38:00,15:39:00,15:40:00,15:50:00,14:29:00,15:00:00,15:00:00,14:46:00,14:56:00,14:52:00
625,,,,,,15:10:00,15:13:00,15:16:00,15:30:00,15:33:00,15:48:00,15:56:00,15:59:00,16:02:00,16:20:00,15:04:00,15:35:00,15:05:00,15:24:00,15:39:00,15:25:00
628,,,,,,14:48:00,14:51:00,14:54:00,15:05:00,15:07:00,15:26:00,15:35:00,15:36:00,15:38:00,15:56:00,14:44:00,15:07:00,14:50:00,15:02:00,15:14:00,14:54:00
631,,,,,,15:45:00,15:48:00,15:50:00,15:59:00,16:02:00,16:15:00,16:27:00,16:31:00,16:34:00,16:52:00,15:40:00,16:01:00,15:21:00,16:00:00,06:09:00,15:52:00
665,,,,,,13:02:00,13:24:00,13:27:00,13:39:00,14:02:00,14:27:00,14:28:00,14:29:00,14:30:00,14:52:00,13:17:00,13:46:00,13:44:00,13:35:00,13:47:00,13:35:00
666,,,,,,20:25:00,20:23:00,20:26:00,20:39:00,,,20:42:00,,,,20:20:00,21:10:00,,20:35:00,20:48:00,20:41:00
667,,,,,,15:14:00,15:17:00,15:21:00,15:33:00,15:42:00,16:02:00,16:05:00,16:05:00,16:14:00,16:32:00,15:04:00,15:40:00,14:55:00,15:30:00,15:42:00,15:32:00
668,,,,,,13:52:00,13:55:00,13:58:00,14:12:00,14:15:00,14:28:00,14:39:00,15:23:00,15:23:00,16:05:00,13:43:00,14:21:00,00:00:00,14:07:00,14:21:00,14:10:00
669,,,,,,13:39:00,13:42:00,13:45:00,13:54:00,13:56:00,14:25:00,14:27:00,14:28:00,14:33:00,14:48:00,13:33:00,14:04:00,13:45:00,13:45:00,14:03:00,13:54:00
670,,,,,,13:18:00,13:19:00,13:20:00,13:34:00,13:50:00,14:09:00,14:29:00,14:31:00,14:37:00,14:45:00,13:14:00,13:38:00,13:45:00,13:29:00,13:37:00,13:30:00
671,,,,,,14:38:00,14:39:00,14:40:00,14:50:00,14:55:00,15:20:00,15:22:00,15:25:00,15:30:00,15:38:00,14:33:00,15:01:00,14:45:00,14:47:00,14:53:00,14:50:00
672,,,,,,13:25:00,13:26:00,13:27:00,13:37:00,13:45:00,14:15:00,14:32:00,14:34:00,14:39:00,14:47:00,13:15:00,13:44:00,13:40:00,13:34:00,13:39:00,13:34:00
673,,,,,,13:09:00,13:10:00,13:11:00,13:20:00,13:30:00,13:55:00,14:35:00,14:38:00,14:40:00,14:48:00,13:05:00,13:27:00,13:50:00,13:17:00,13:26:00,13:19:00
674,,,,,,13:27:00,13:40:00,13:33:00,13:43:00,13:40:00,14:32:00,14:34:00,14:40:00,14:43:00,15:00:00,13:21:00,13:44:00,13:45:00,13:42:00,13:52:00,13:35:00
675,,,,,,13:15:00,13:18:00,13:21:00,13:26:00,13:55:00,14:03:00,14:25:00,14:29:00,14:32:00,14:53:00,13:09:00,13:30:00,13:40:00,13:29:00,13:33:00,13:24:00
676,,,,,,13:57:00,13:58:00,13:59:00,14:18:00,14:20:00,14:41:00,14:42:00,14:44:00,14:49:00,14:58:00,13:50:00,14:08:00,13:45:00,14:08:00,14:20:00,14:00:00
677,,,,,,13:33:00,13:34:00,13:55:00,13:50:00,13:59:00,14:20:00,14:33:00,14:35:00,14:44:00,14:52:00,13:24:00,13:53:00,13:53:00,12:45:00,13:55:00,13:41:00
711,,,,,,13:20:00,13:23:00,13:26:00,13:36:00,13:50:00,14:08:00,14:17:00,14:27:00,14:36:00,14:52:00,13:13:00,13:45:00,13:54:00,13:35:00,13:45:00,13:34:00
712,,,,,,23:07:00,23:11:00,23:14:00,23:22:00,23:25:00,23:42:00,23:55:00,00:07:00,00:09:00,00:32:00,23:03:00,23:28:00,23:58:00,23:23:00,23:31:00,23:15:00
714,,,,,,22:45:00,22:46:00,22:47:00,22:55:00,23:10:00,23:40:00,22:46:00,23:50:00,00:05:00,00:11:00,22:37:00,22:58:00,10:44:00,22:53:00,22:58:00,22:49:00
787,,,,,,10:22:00,10:24:00,10:26:00,10:33:00,10:35:00,11:00:00,10:35:00,11:27:00,11:29:00,11:33:00,10:06:00,10:42:00,10:35:00,10:31:00,10:36:00,10:32:00
788,,,,,,10:14:00,10:18:00,10:20:00,10:26:00,10:39:00,10:55:00,11:38:00,11:28:00,11:31:00,11:42:00,10:11:00,10:34:00,10:36:00,10:31:00,10:46:00,10:25:00
789,,,,,,10:12:00,10:13:00,10:14:00,10:22:00,10:30:00,11:05:00,11:20:00,11:23:00,11:28:00,11:45:00,10:10:00,10:35:00,10:40:00,10:19:00,10:25:00,10:25:00
790,,,,,,10:18:00,10:19:00,10:22:00,10:29:00,10:35:00,10:55:00,11:27:00,11:30:00,11:35:00,11:51:00,10:10:00,10:40:00,10:38:00,10:25:00,10:32:00,10:30:00
792,,,,,,10:23:00,10:27:00,10:29:00,10:38:00,10:49:00,11:14:00,11:23:00,11:24:00,11:33:00,11:48:00,10:15:00,10:49:00,10:40:00,10:41:00,11:10:00,10:37:00
793,,,,,,10:36:00,10:39:00,10:41:00,10:50:00,11:05:00,11:24:00,11:25:00,11:25:00,11:27:00,11:46:00,10:28:00,11:02:00,10:35:00,10:42:00,10:59:00,10:54:00
794,,,,,,10:28:00,10:31:00,10:33:00,10:37:00,10:55:00,11:23:00,11:29:00,11:28:00,11:30:00,11:46:00,,,10:50:00,10:37:00,10:43:00,
796,,,,,,10:57:00,10:58:00,11:01:00,11:09:00,11:12:00,11:36:00,11:49:00,11:51:00,12:04:00,12:18:00,10:50:00,11:19:00,10:40:00,11:05:00,11:13:00,11:10:00
798,,,,,,10:13:00,10:14:00,10:15:00,10:30:00,10:35:00,11:00:00,11:24:00,11:26:00,11:30:00,11:44:00,10:10:00,10:38:00,10:35:00,10:25:00,10:33:00,10:28:00
799,,,,,,10:32:00,10:35:00,10:37:00,10:42:00,10:46:00,11:23:00,11:25:00,18:47:00,18:55:00,19:14:00,10:24:00,10:53:00,10:40:00,10:46:00,10:56:00,10:41:00
800,,,,,,10:12:00,10:13:00,10:14:00,10:20:00,10:30:00,10:55:00,11:25:00,11:28:00,11:30:00,11:43:00,10:10:00,10:35:00,10:40:00,10:23:00,10:28:00,10:25:00
801,,,,,,10:03:00,10:06:00,10:08:00,10:15:00,10:20:00,11:05:00,11:25:00,11:38:00,11:30:00,11:50:00,09:58:00,10:29:00,,10:12:00,10:19:00,10:20:00
802,,,,,,10:10:00,10:13:00,10:17:00,10:25:00,10:47:00,11:06:00,11:25:00,11:27:00,11:28:00,11:47:00,10:07:00,10:37:00,10:55:00,10:19:00,10:22:00,10:23:00
803,,,,,,10:16:00,10:17:00,10:20:00,10:27:00,10:30:00,11:12:00,11:25:00,11:27:00,11:30:00,11:44:00,10:12:00,10:36:00,10:33:00,10:23:00,10:30:00,10:26:00
804,,,,,,10:40:00,10:42:00,10:44:00,10:49:00,11:05:00,11:18:00,11:26:00,11:27:00,11:29:00,11:42:00,10:36:00,11:00:00,10:35:00,10:47:00,10:52:00,10:51:00
805,,,,,,10:11:00,10:12:00,10:15:00,10:23:00,10:26:00,11:18:00,11:25:00,11:26:00,11:27:00,11:41:00,10:08:00,10:36:00,10:42:00,10:19:00,10:27:00,10:25:00
808,,,,,,10:18:00,10:21:00,10:23:00,10:29:00,10:40:00,10:30:00,10:35:00,10:35:00,11:40:00,11:58:00,10:13:00,10:38:00,10:33:00,10:18:00,10:37:00,10:30:00
809,,,,,,10:38:00,10:41:00,10:42:00,10:49:00,10:54:00,11:28:00,11:29:00,11:29:00,11:32:00,11:58:00,10:33:00,11:00:00,10:34:00,10:48:00,10:53:00,10:50:00
